id	nearc2	nearc4	educ	age	fatheduc	motheduc	weight	momdad14	sinmom14	step14	reg661	reg662	reg663	reg664	reg665	reg666	reg667	reg668	reg669	south66	black	smsa	south	smsa66	wage	enroll	married	exper
490	1	1	12	29	12	12	480445	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	608	0	1	11
491	1	1	13	24	7	8	357519	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	450	0	1	5
492	1	1	3	26	4	0	422407	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	313	0	1	17
494	1	1	7	33	6	5	177101	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	250	0	1	20
496	1	1	14	33	12	12	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	500	0	1	13
497	0	0	12	26	11	12	422310	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	365	0	6	8
499	0	0	12	26	10	12	364232	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	813	0	1	8
500	0	0	12	25	10	12	354077	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	326	0	4	7
502	0	0	13	28	9	12	327808	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	815	0	1	9
504	0	0	12	28	11	12	327808	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	750	0	1	10
505	0	0	17	24	9	10	318670	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	525	0	1	1
506	0	0	12	32	8	12	316862	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1125	0	1	14
508	0	0	12	28	8	9	327808	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	625	0	6	10
509	0	0	14	25	12	12	354077	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	715	0	1	5
510	0	0	12	31	8	12	428238	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	591	0	1	13
512	0	0	17	27	12	12	321899	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	404	1	6	4
514	0	1	12	28	10	12	422310	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	675	0	1	10
515	0	1	12	25	10	12	410536	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	444	0	6	7
516	0	1	12	24	10	12	410536	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	488	0	1	6
517	0	1	9	34	10	6	408207	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	695	0	1	19
518	0	1	12	25	10	12	410536	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	700	1	1	7
519	0	1	12	24	7	10	410536	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	325	0	1	6
520	0	1	9	25	12	11	410536	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	556	0	1	10
522	1	1	12	26	8	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	325	0	6	8
523	1	1	13	26	15	16	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	668	0	1	7
524	1	1	18	31	18	16	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2404	0	1	7
525	1	1	16	25	12	14	410630	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	758	1	6	3
526	1	1	16	34	12	12	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	986	0	1	12
527	1	1	12	25	12	12	410630	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	577	0	1	7
529	1	1	17	29	12	12	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	286	0	1	6
531	1	1	14	28	18	16	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	231	0	6	8
532	1	1	12	25	7	10	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	513	0	1	7
533	1	1	15	28	9	10	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	615	0	4	7
534	1	1	15	25	9	10	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	700	0	1	4
537	1	1	18	33	12	7	408301	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	714	0	1	9
539	1	1	9	30	8	8	121400	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	701	0	1	15
540	1	1	12	24	7	9	102031	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	462	0	1	6
542	1	1	18	28	8	9	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	868	0	6	4
544	1	1	16	29	9	10	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	917	0	6	7
545	1	1	12	27	12	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1065	0	1	9
546	0	1	12	29	12	12	496635	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	400	0	4	11
547	0	1	12	27	12	12	367772	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	640	0	1	9
548	0	1	13	24	8	8	357519	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	285	0	6	5
551	0	1	17	27	12	12	367772	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	641	1	6	4
562	1	1	12	25	12	10	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1010	0	1	7
564	1	1	12	24	8	12	90339	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	817	0	1	6
565	1	1	17	27	10	9	92929	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	975	0	1	4
567	1	1	12	29	6	7	158413	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	750	0	4	11
570	1	1	15	24	7	8	90339	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	463	0	1	3
575	1	1	12	27	11	9	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	401	0	6	9
576	1	1	10	26	11	9	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	320	0	1	10
581	1	1	12	27	14	12	422407	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	514	0	1	9
582	1	1	11	25	14	12	410630	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	208	0	6	8
583	1	1	17	27	8	6	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1192	1	1	4
584	1	1	14	26	7	6	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	625	0	6	6
585	1	1	17	34	7	7	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	481	0	1	11
588	1	1	13	27	12	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	714	1	1	8
590	1	1	11	27	1	4	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	625	0	1	10
592	1	1	12	34	5	2	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	579	0	1	16
593	1	1	18	28	12	16	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	841	0	6	4
594	1	1	18	33	12	12	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1923	0	1	9
598	1	1	16	26	13	10	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	806	0	1	4
605	1	1	12	32	11	14	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	962	0	1	14
612	1	1	12	32	10	10	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	600	0	1	14
615	1	1	18	34	12	10	408301	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	837	0	1	10
618	1	1	16	28	10	10	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1410	0	1	6
621	1	1	12	24	7	8	90339	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	600	1	6	6
626	1	1	14	25	7	12	102031	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	417	0	6	5
627	1	1	12	24	7	12	102031	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	300	0	1	6
628	1	1	18	27	14	14	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	865	0	6	3
629	1	1	16	25	16	13	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	300	0	6	3
635	1	1	12	32	9	6	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	721	0	1	14
641	1	1	10	30	10	7	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	738	0	1	14
644	1	1	17	31	15	12	648053	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1058	0	1	8
647	1	1	12	32	6	8	681157	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	529	0	6	14
651	1	1	10	30	6	8	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	400	0	6	14
652	1	1	18	29	12	16	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	962	0	1	5
653	1	1	18	27	13	16	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	817	0	6	3
654	1	1	13	28	14	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	740	0	1	9
655	1	1	18	30	12	12	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	721	0	1	6
658	1	1	18	24	16	16	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	913	0	6	0
662	1	1	17	27	8	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	379	0	6	4
663	1	1	14	26	8	12	380166	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	350	0	6	6
667	1	1	11	33	8	8	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	694	0	6	16
671	1	1	18	34	16	16	613041	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1136	0	1	10
673	1	1	18	30	16	16	648053	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1709	0	1	6
675	1	1	12	26	12	8	109826	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	529	0	1	8
676	1	1	17	32	12	16	149854	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	673	0	6	9
677	1	1	17	28	16	13	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1010	1	4	5
679	1	1	18	28	17	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	846	0	1	4
680	1	1	11	27	12	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	710	0	1	10
681	1	1	16	26	12	13	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	820	0	1	4
682	1	1	12	24	12	13	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	447	0	6	6
685	1	1	15	25	9	10	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	500	0	1	4
686	1	1	16	31	12	12	551817	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1049	0	1	9
687	1	1	18	29	16	12	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1202	0	1	5
692	1	1	16	28	8	10	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	648	0	1	6
695	1	1	13	30	12	12	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	875	0	1	11
703	1	1	17	25	12	12	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	548	1	1	2
704	1	1	7	28	8	9	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	600	0	1	15
705	1	1	15	34	12	8	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2244	0	1	13
706	1	1	12	31	12	8	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1442	0	1	13
709	1	1	18	33	10	16	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1262	0	1	9
710	1	1	12	24	11	9	369567	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	600	0	1	6
714	1	1	16	24	12	12	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	538	0	6	2
719	1	1	16	29	12	12	480445	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	813	0	1	7
727	1	1	16	26	12	15	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	561	0	1	4
729	1	1	18	26	18	18	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	285	0	6	2
732	1	1	16	27	16	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	437	0	1	5
733	1	1	13	25	12	12	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	325	0	6	6
734	1	1	16	28	10	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	580	0	1	6
735	1	1	16	26	12	12	104596	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	588	0	4	4
742	1	1	18	29	14	12	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	801	0	1	5
747	1	1	14	25	8	10	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	312	0	6	5
749	1	1	12	29	4	11	158413	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	250	0	6	11
750	1	1	15	27	4	11	104596	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	500	0	5	6
752	1	1	13	31	11	11	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	343	1	1	12
753	1	1	15	28	11	11	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	250	0	4	7
754	1	1	16	24	12	10	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	700	1	1	2
756	1	1	12	25	8	8	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	400	0	6	7
757	1	1	17	27	14	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	555	0	1	4
758	1	1	15	28	12	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	699	0	1	7
759	1	1	14	24	12	12	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1923	0	1	4
763	1	1	16	29	12	12	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	615	0	1	7
764	1	1	14	25	12	12	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	745	0	6	5
765	1	1	16	24	18	14	410630	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	458	0	6	2
767	1	1	18	25	16	10	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	647	0	6	1
768	1	1	12	25	8	12	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	745	0	1	7
770	1	1	16	25	17	12	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	815	0	1	3
772	1	1	16	31	13	10	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	865	0	1	9
773	1	1	12	28	7	8	367772	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	542	0	1	10
774	1	1	13	27	18	12	367772	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	365	0	1	8
775	1	1	10	24	18	12	357519	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	417	0	1	8
778	1	1	17	29	8	12	960890	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	851	0	1	6
779	1	1	12	25	12	9	715038	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	663	0	1	7
781	1	1	16	24	12	12	715038	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	529	1	1	2
784	1	1	18	28	9	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	889	0	1	4
786	1	1	18	26	18	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	231	0	1	2
791	1	1	12	32	10	9	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	802	0	1	14
792	1	1	13	27	12	12	380166	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	533	1	1	8
798	1	1	15	25	12	14	102031	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	775	0	1	4
799	1	1	14	24	12	14	102031	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	476	1	6	4
801	1	1	16	28	10	12	422407	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1014	0	1	6
802	1	1	18	32	16	16	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	641	0	1	8
803	1	1	16	24	10	10	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	333	0	1	2
804	1	1	11	34	8	9	149854	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	556	0	1	17
805	1	1	18	26	8	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	528	0	5	2
807	1	1	12	26	12	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	635	1	1	8
814	1	1	12	28	16	12	422407	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	479	0	1	10
815	1	1	18	25	12	11	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	817	0	1	1
816	1	1	18	29	18	12	496635	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	692	0	1	5
817	1	1	16	33	12	8	408301	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	989	0	1	11
819	1	1	18	34	16	12	408301	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1002	0	1	10
820	1	1	18	34	12	12	408301	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1241	0	5	10
822	1	1	12	28	7	8	92929	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	571	0	6	10
824	1	1	12	31	6	11	121400	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	525	0	1	13
827	1	1	12	28	8	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1154	0	1	10
832	1	1	12	24	5	10	102031	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	480	0	1	6
838	1	1	14	33	10	10	408301	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1402	0	1	13
841	1	1	12	33	12	8	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	710	0	6	15
845	1	1	14	24	10	12	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	635	0	1	4
846	1	1	13	26	11	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	388	0	6	7
847	1	1	12	26	8	10	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	688	0	1	8
851	0	1	15	34	12	8	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1044	0	6	13
864	1	1	13	26	12	11	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	577	0	1	7
865	1	1	13	25	12	11	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	525	1	5	6
867	1	1	17	28	12	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	385	1	1	5
871	0	1	16	28	11	11	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	625	1	1	6
872	0	1	13	26	10	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	475	1	1	7
875	0	1	14	25	12	12	357519	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	659	1	1	5
876	0	1	16	24	12	12	357519	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	425	0	6	2
878	0	1	14	25	10	11	410630	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	524	0	1	5
879	0	0	12	26	10	10	422310	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	625	0	1	8
880	0	0	16	31	9	12	551690	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1010	0	1	9
881	0	0	12	26	9	12	422310	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	601	0	1	8
883	0	0	12	28	7	7	422310	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	426	0	1	10
885	0	0	12	30	5	11	551690	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1060	0	1	12
886	0	0	12	26	5	11	422310	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	414	0	1	8
889	0	0	12	28	12	7	422310	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	275	0	4	10
891	0	0	12	25	8	12	410536	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	291	0	6	7
893	0	0	14	26	12	12	327808	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	488	0	1	6
894	0	0	14	24	12	12	318670	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	337	0	6	4
895	0	0	12	27	12	12	422310	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	725	0	1	9
897	0	0	13	25	12	12	318670	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	440	0	1	6
899	0	0	16	27	8	8	327808	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	641	0	1	5
900	0	0	12	28	8	11	422310	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	375	0	6	10
902	0	0	14	29	10	8	551690	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	925	0	1	9
904	0	0	12	26	12	12	422310	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	514	0	4	8
905	0	0	12	33	10	10	453563	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1065	0	1	15
909	0	0	12	32	9	9	316862	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	739	0	1	14
910	0	0	12	26	12	8	327808	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	493	0	1	8
911	0	0	10	24	12	9	318670	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	650	0	1	8
912	0	0	7	31	5	8	428238	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	308	0	4	18
913	0	0	16	30	11	9	551690	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	629	0	1	8
914	0	0	13	28	8	12	422310	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	409	0	1	9
916	0	0	12	28	11	12	422310	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	745	0	1	10
919	0	0	12	29	12	12	475820	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	549	0	1	11
920	0	0	15	24	12	12	354077	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	326	1	6	3
924	0	1	12	26	12	12	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	875	0	1	8
925	0	1	12	25	12	12	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	639	0	1	7
927	0	1	11	33	7	7	316862	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	667	0	1	16
928	0	1	14	29	12	12	428238	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	504	0	1	9
929	0	1	17	25	12	12	318670	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	313	1	6	2
932	0	1	10	33	8	9	408207	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	1	17
935	0	1	12	27	8	8	422310	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	785	0	1	9
936	0	1	12	34	8	12	77455	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	546	0	1	16
938	0	1	12	25	8	8	77897	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	828	0	4	7
939	0	1	12	25	10	10	77897	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	159	0	1	7
940	0	1	10	27	10	6	94700	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	700	0	1	11
941	0	1	13	28	10	12	327808	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	721	0	1	9
942	0	1	12	24	10	12	318670	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	304	0	1	6
944	0	1	16	25	12	16	318670	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	553	0	6	3
945	0	1	14	26	7	6	327808	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	542	0	1	6
947	0	1	16	24	12	12	318670	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	509	0	1	2
948	0	1	16	24	12	12	312925	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	385	0	1	2
949	1	0	12	32	10	8	367470	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1442	0	1	14
951	1	0	16	32	14	14	408301	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	879	0	1	10
953	1	0	13	24	16	14	369567	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1000	0	6	5
954	1	0	12	28	12	9	380166	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	863	0	1	10
956	1	0	12	27	11	12	367772	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	740	0	1	9
958	1	0	15	29	9	10	480445	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	458	1	1	8
965	0	1	14	33	8	12	367470	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	744	0	1	13
967	0	1	16	32	12	11	408207	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	889	0	1	10
969	0	1	18	32	12	12	408207	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	692	0	1	8
971	0	1	18	33	12	12	316862	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	604	0	1	9
973	0	1	14	33	8	12	408207	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	746	0	1	13
974	0	1	18	33	8	16	408207	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	726	0	1	9
975	0	1	12	30	8	10	612989	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	560	0	1	12
976	0	1	12	26	12	10	422310	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	424	0	1	8
978	0	1	14	26	12	12	422310	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	250	0	5	6
979	0	1	13	26	8	12	422310	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	646	0	1	7
980	0	1	12	24	12	12	318670	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	598	0	1	6
981	0	1	12	27	8	8	327808	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1000	0	5	9
983	1	1	12	28	12	13	422310	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	528	0	1	10
